candidate,last_name,first_name,middle_initial,jr_ifapplicable,state,party,office,bill_pass_date,bill_number,original_or_amendment,Note,candidate_entity,election_status,status_of_candidate,specific_party,general_party,election_year,election_type,office_sought,incumbency_status,original_name,contributor,type_of_contributor,specific_business,general_industry,broad_sector,dollar_amount,date,last_updated,type_of_transaction,purpose,city,state.y,zip,in_state,parent_org_or_employer,recipient
"DE LEON, KEVIN",DE LEON,KEVIN,NA,NA,CA,DEMOCRAT,45TH DISTRICT,2009-08-27,AB 955,Amendment,This bill slightly tweaks the law so that discipline from an investigation doesn't have to be administered within the one-year period an investigation has to be completed.,"DE LEON, KEVIN",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2014,Standard,SENATE DISTRICT 024,Incumbent,CSLEA PAC,CALIFORNIA STATEWIDE LAW ENFORCEMENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,900,2014-03-03,2020-06-08,DIR,NA,SACRAMENTO,CA,95814,1,NA,"DE LEON, KEVIN"
"DE LEON, KEVIN",DE LEON,KEVIN,NA,NA,CA,DEMOCRAT,45TH DISTRICT,2009-08-27,AB 955,Amendment,This bill slightly tweaks the law so that discipline from an investigation doesn't have to be administered within the one-year period an investigation has to be completed.,"DE LEON, KEVIN",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2014,Standard,SENATE DISTRICT 024,Incumbent,CA ASSN OF HIGHWAY PATROLMEN PAC,CALIFORNIA ASSOCIATION OF HIGHWAY PATROLMEN,Non-Individual,Police unions & associations,Public Sector Unions,Labor,700,2012-11-01,2020-06-08,DIR,NA,SACRAMENTO,CA,95818,1,NA,"DE LEON, KEVIN"
"DE LEON, KEVIN",DE LEON,KEVIN,NA,NA,CA,DEMOCRAT,45TH DISTRICT,2009-08-27,AB 955,Amendment,This bill slightly tweaks the law so that discipline from an investigation doesn't have to be administered within the one-year period an investigation has to be completed.,"DE LEON, KEVIN",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2014,Standard,SENATE DISTRICT 024,Incumbent,CA ASSN. OF HIGHWAY PATROLMEN PAC,CALIFORNIA ASSOCIATION OF HIGHWAY PATROLMEN,Non-Individual,Police unions & associations,Public Sector Unions,Labor,600,2013-10-09,2020-06-08,DIR,NA,SACRAMENTO,CA,95818,1,NA,"DE LEON, KEVIN"
"DE LEON, KEVIN",DE LEON,KEVIN,NA,NA,CA,DEMOCRAT,45TH DISTRICT,2009-08-27,AB 955,Amendment,This bill slightly tweaks the law so that discipline from an investigation doesn't have to be administered within the one-year period an investigation has to be completed.,"DE LEON, KEVIN",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2006,Standard,ASSEMBLY DISTRICT 045,Open,LOS ANGELES POLICE PROTECTIVE LEAGUE PAC,LOS ANGELES POLICE PROTECTIVE LEAGUE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,500,2006-02-21,2020-06-08,DIR,NA,SACRAMENTO,CA,95814,1,NA,"DE LEON, KEVIN"
"DE LEON, KEVIN",DE LEON,KEVIN,NA,NA,CA,DEMOCRAT,45TH DISTRICT,2009-08-27,AB 955,Amendment,This bill slightly tweaks the law so that discipline from an investigation doesn't have to be administered within the one-year period an investigation has to be completed.,"DE LEON, KEVIN",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2006,Standard,ASSEMBLY DISTRICT 045,Open,LOS ANGELES POLICE PROTECTIVE LEAGUE PAC,LOS ANGELES POLICE PROTECTIVE LEAGUE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,500,2005-09-16,2020-06-08,DIR,NA,SACRAMENTO,CA,95814,1,NA,"DE LEON, KEVIN"
"DE LEON, KEVIN",DE LEON,KEVIN,NA,NA,CA,DEMOCRAT,45TH DISTRICT,2009-08-27,AB 955,Amendment,This bill slightly tweaks the law so that discipline from an investigation doesn't have to be administered within the one-year period an investigation has to be completed.,"DE LEON, KEVIN",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2008,Standard,ASSEMBLY DISTRICT 045,Incumbent,LOS ANGELES POLICE PROTECTIVE LEAGUE PAC,LOS ANGELES POLICE PROTECTIVE LEAGUE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,500,2007-11-21,2020-06-08,DIR,NA,SACRAMENTO,CA,95814,1,NA,"DE LEON, KEVIN"
"DE LEON, KEVIN",DE LEON,KEVIN,NA,NA,CA,DEMOCRAT,45TH DISTRICT,2009-08-27,AB 955,Amendment,This bill slightly tweaks the law so that discipline from an investigation doesn't have to be administered within the one-year period an investigation has to be completed.,"DE LEON, KEVIN",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2010,Standard,SENATE DISTRICT 022,Open,OFFICIAL POLICE GARAGE ASSN OF LOS ANGELES,OFFICIAL POLICE GARAGE ASSOCIATION OF LOS ANGELES,Non-Individual,Police unions & associations,Public Sector Unions,Labor,500,2010-05-28,2020-06-08,DIR,NA,SIMI VALLEY,CA,93065,1,NA,"DE LEON, KEVIN"
"DE LEON, KEVIN",DE LEON,KEVIN,NA,NA,CA,DEMOCRAT,45TH DISTRICT,2009-08-27,AB 955,Amendment,This bill slightly tweaks the law so that discipline from an investigation doesn't have to be administered within the one-year period an investigation has to be completed.,"DE LEON, KEVIN",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2014,Standard,SENATE DISTRICT 024,Incumbent,CA ASSN. OF HIGHWAY PATROLMEN PAC,CALIFORNIA ASSOCIATION OF HIGHWAY PATROLMEN,Non-Individual,Police unions & associations,Public Sector Unions,Labor,400,2013-10-09,2020-06-08,DIR,NA,SACRAMENTO,CA,95818,1,NA,"DE LEON, KEVIN"
"DE LEON, KEVIN",DE LEON,KEVIN,NA,NA,CA,DEMOCRAT,45TH DISTRICT,2009-08-27,AB 955,Amendment,This bill slightly tweaks the law so that discipline from an investigation doesn't have to be administered within the one-year period an investigation has to be completed.,"DE LEON, KEVIN",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2014,Standard,SENATE DISTRICT 024,Incumbent,CA ASSN OF HIGHWAY PATROLMEN PAC,CALIFORNIA ASSOCIATION OF HIGHWAY PATROLMEN,Non-Individual,Police unions & associations,Public Sector Unions,Labor,300,2012-11-01,2020-06-08,DIR,NA,SACRAMENTO,CA,95818,1,NA,"DE LEON, KEVIN"
"DE LEON, KEVIN",DE LEON,KEVIN,NA,NA,CA,DEMOCRAT,45TH DISTRICT,2009-08-27,AB 955,Amendment,This bill slightly tweaks the law so that discipline from an investigation doesn't have to be administered within the one-year period an investigation has to be completed.,"DE LEON, KEVIN",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2014,Standard,SENATE DISTRICT 024,Incumbent,CSLEA PAC,CALIFORNIA STATEWIDE LAW ENFORCEMENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,100,2014-03-03,2020-06-08,DIR,NA,SACRAMENTO,CA,95814,1,NA,"DE LEON, KEVIN"
"POSEY, BILL",POSEY,BILL,NA,NA,FL,REPUBLICAN,32ND DISTRICT,2000-04-28,HB 937,Amendment,NA,"POSEY, BILL",Won-General,Won,REPUBLICAN,REPUBLICAN,2000,Standard,SENATE DISTRICT 015,Open,"FLORIDA POLICE BENEVOLENT ASSN., INC",FLORIDA POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,4388,2000-11-04,2020-06-08,DIR,NA,TALLAHASSEE,FL,32302,1,NA,"POSEY, BILL"
"POSEY, BILL",POSEY,BILL,NA,NA,FL,REPUBLICAN,32ND DISTRICT,2000-04-28,HB 937,Amendment,NA,"POSEY, BILL",Won-General,Won,REPUBLICAN,REPUBLICAN,2000,Standard,SENATE DISTRICT 015,Open,FLORIDA P.B. A. - PAC,FLORIDA POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,500,1999-03-01,2020-06-08,DIR,NA,TALLAHASSEE,FL,32301,1,NA,"POSEY, BILL"
"POSEY, BILL",POSEY,BILL,NA,NA,FL,REPUBLICAN,32ND DISTRICT,2000-04-28,HB 937,Amendment,NA,"POSEY, BILL",Won-General,Won,REPUBLICAN,REPUBLICAN,2000,Standard,SENATE DISTRICT 015,Open,"FLORIDA ASSN, OF STATE TROOPERS",FLORIDA ASSOCIATION OF STATE TROOPERS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,500,1999-10-21,2020-06-08,DIR,NA,TALLAHASSEE,FL,32301,1,NA,"POSEY, BILL"
"POSEY, BILL",POSEY,BILL,NA,NA,FL,REPUBLICAN,32ND DISTRICT,2000-04-28,HB 937,Amendment,NA,"POSEY, BILL",Won-General,Won,REPUBLICAN,REPUBLICAN,2000,Standard,SENATE DISTRICT 015,Open,FLORIDA PBA LAW & ORDER,FLORIDA POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,500,1999-03-01,2020-06-08,DIR,NA,TALLAHASSEE,FL,32302,1,NA,"POSEY, BILL"
"POSEY, BILL",POSEY,BILL,NA,NA,FL,REPUBLICAN,32ND DISTRICT,2000-04-28,HB 937,Amendment,NA,"POSEY, BILL",Default Winner-General,Default Winner,REPUBLICAN,REPUBLICAN,2006,Standard,SENATE DISTRICT 024,Incumbent,FLORIDA ASSN OF STATE TROOPERS POLITICAL FUND,FLORIDA ASSOCIATION OF STATE TROOPERS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,500,2005-10-25,2020-06-08,DIR,NA,TALLAHASSEE,FL,32303,1,NA,"POSEY, BILL"
"POSEY, BILL",POSEY,BILL,NA,NA,FL,REPUBLICAN,32ND DISTRICT,2000-04-28,HB 937,Amendment,NA,"POSEY, BILL",Default Winner-General,Default Winner,REPUBLICAN,REPUBLICAN,2006,Standard,SENATE DISTRICT 024,Incumbent,FPBA FRIENDS OF LAW ENFORCEMENT PAC,FLORIDA POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,500,2006-02-27,2020-06-08,DIR,NA,TALLAHASSEE,FL,32301,1,NA,"POSEY, BILL"
"POSEY, BILL",POSEY,BILL,NA,NA,FL,REPUBLICAN,32ND DISTRICT,2000-04-28,HB 937,Amendment,NA,"POSEY, BILL",Default Winner-General,Default Winner,REPUBLICAN,REPUBLICAN,2006,Standard,SENATE DISTRICT 024,Incumbent,FPBA PAC,FLORIDA POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,500,2006-02-27,2020-06-08,DIR,NA,TALLAHASSEE,FL,32301,1,NA,"POSEY, BILL"
"POSEY, BILL",POSEY,BILL,NA,NA,FL,REPUBLICAN,32ND DISTRICT,2000-04-28,HB 937,Amendment,NA,"POSEY, BILL",Default Winner-General,Default Winner,REPUBLICAN,REPUBLICAN,2006,Standard,SENATE DISTRICT 024,Incumbent,FPBA SSTATE CORRECTIONAL OFFICERS PAC,FLORIDA POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,500,2006-02-27,2020-06-08,DIR,NA,TALLAHASSEE,FL,32301,1,NA,"POSEY, BILL"
"POSEY, BILL",POSEY,BILL,NA,NA,FL,REPUBLICAN,32ND DISTRICT,2000-04-28,HB 937,Amendment,NA,"POSEY, BILL",Default Winner-General,Default Winner,REPUBLICAN,REPUBLICAN,2006,Standard,SENATE DISTRICT 024,Incumbent,FPBA / LAW & ORDER PAC,FLORIDA POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,500,2006-02-27,2020-06-08,DIR,NA,TALLAHASSEE,FL,32301,1,NA,"POSEY, BILL"
"POSEY, BILL",POSEY,BILL,NA,NA,FL,REPUBLICAN,32ND DISTRICT,2000-04-28,HB 937,Amendment,NA,"POSEY, BILL",Default Winner-General,Default Winner,REPUBLICAN,REPUBLICAN,2006,Standard,SENATE DISTRICT 024,Incumbent,FPBA / FCPO PAC,FLORIDA POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,500,2006-02-27,2020-06-08,DIR,NA,TALLAHASSEE,FL,32301,1,NA,"POSEY, BILL"
"POSEY, BILL",POSEY,BILL,NA,NA,FL,REPUBLICAN,32ND DISTRICT,2000-04-28,HB 937,Amendment,NA,"POSEY, BILL",Won-General,Won,REPUBLICAN,REPUBLICAN,2002,Standard,SENATE DISTRICT 024,Open,FLORIDA ASS OF STATE TROOPERS POLITICAL,FLORIDA ASSOCIATION OF STATE TROOPERS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,250,2002-08-26,2020-06-08,DIR,NA,TALLAHASSEE,FL,32301,1,NA,"POSEY, BILL"
"POSEY, BILL",POSEY,BILL,NA,NA,FL,REPUBLICAN,32ND DISTRICT,2000-04-28,HB 937,Amendment,NA,"POSEY, BILL",Won-General,Won,REPUBLICAN,REPUBLICAN,2000,Standard,SENATE DISTRICT 015,Open,"FLORIDA POLICE BENEVOLENT ASSN., INC",FLORIDA POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,100,2000-08-02,2020-06-08,DIR,NA,TALLAHASSEE,FL,32302,1,NA,"POSEY, BILL"
"HARIDOPOLOS, MIKE",HARIDOPOLOS,MIKE,NA,NA,FL,REPUBLICAN,26TH DISTRICT,2005-05-03,SB 656,Amendment,Established 180-day time limits for investigations.,"HARIDOPOLOS, MIKE",Won-General,Won,REPUBLICAN,REPUBLICAN,2002,Standard,HOUSE DISTRICT 030,Incumbent,FPBA STATE CORRECTIONAL OFFICERS PAC CCE,FLORIDA POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,500,2001-10-17,2020-06-08,DIR,NA,TALLAHASSEE,FL,32302,1,NA,"HARIDOPOLOS, MIKE"
"HARIDOPOLOS, MIKE",HARIDOPOLOS,MIKE,NA,NA,FL,REPUBLICAN,26TH DISTRICT,2005-05-03,SB 656,Amendment,Established 180-day time limits for investigations.,"HARIDOPOLOS, MIKE",Won-General,Won,REPUBLICAN,REPUBLICAN,2002,Standard,HOUSE DISTRICT 030,Incumbent,FLORIDA POLICE BENEVOLENT ASSOCIATION INC LAW & ORDER PAC,FLORIDA POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,500,2002-08-20,2020-06-08,DIR,NA,TALLAHASSEE,FL,32302,1,NA,"HARIDOPOLOS, MIKE"
"HARIDOPOLOS, MIKE",HARIDOPOLOS,MIKE,NA,NA,FL,REPUBLICAN,26TH DISTRICT,2005-05-03,SB 656,Amendment,Established 180-day time limits for investigations.,"HARIDOPOLOS, MIKE",Won-General,Won,REPUBLICAN,REPUBLICAN,2000,Standard,HOUSE DISTRICT 030,Open,"FLORIDA POLICE BENEVOLENT ASSOCIATION, INC.",FLORIDA POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,500,2000-08-11,2020-06-08,DIR,NA,TALLAHASSEE,FL,32302,1,NA,"HARIDOPOLOS, MIKE"
"HARIDOPOLOS, MIKE",HARIDOPOLOS,MIKE,NA,NA,FL,REPUBLICAN,26TH DISTRICT,2005-05-03,SB 656,Amendment,Established 180-day time limits for investigations.,"HARIDOPOLOS, MIKE",Won-General,Won,REPUBLICAN,REPUBLICAN,2000,Standard,HOUSE DISTRICT 030,Open,"FLORIDA POLICE BENEVOLENT ASSOCIATION, INC.",FLORIDA POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,500,2000-11-02,2020-06-08,DIR,NA,TALLAHASSEE,FL,32302,1,NA,"HARIDOPOLOS, MIKE"
"HARIDOPOLOS, MIKE",HARIDOPOLOS,MIKE,NA,NA,FL,REPUBLICAN,26TH DISTRICT,2005-05-03,SB 656,Amendment,Established 180-day time limits for investigations.,"HARIDOPOLOS, MIKE",Default Winner-General,Default Winner,REPUBLICAN,REPUBLICAN,2006,Standard,SENATE DISTRICT 026,Open,FL PBA FLORIDA CORRECTIONAL PROBATION OFFICERS,FLORIDA POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,500,2005-02-28,2020-06-08,DIR,NA,TALLAHASSEE,FL,32302,1,NA,"HARIDOPOLOS, MIKE"
"HARIDOPOLOS, MIKE",HARIDOPOLOS,MIKE,NA,NA,FL,REPUBLICAN,26TH DISTRICT,2005-05-03,SB 656,Amendment,Established 180-day time limits for investigations.,"HARIDOPOLOS, MIKE",Default Winner-General,Default Winner,REPUBLICAN,REPUBLICAN,2006,Standard,SENATE DISTRICT 026,Open,FL PBA INC FPBA LAW & ORDER PAC,FLORIDA POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,500,2005-02-28,2020-06-08,DIR,NA,TALLAHASSEE,FL,32302,1,NA,"HARIDOPOLOS, MIKE"
"HARIDOPOLOS, MIKE",HARIDOPOLOS,MIKE,NA,NA,FL,REPUBLICAN,26TH DISTRICT,2005-05-03,SB 656,Amendment,Established 180-day time limits for investigations.,"HARIDOPOLOS, MIKE",Default Winner-General,Default Winner,REPUBLICAN,REPUBLICAN,2006,Standard,SENATE DISTRICT 026,Open,IUPA FL LOCAL 6000,FLORIDA POLICE ASSOCIATION LOCAL 6000,Non-Individual,Police unions & associations,Public Sector Unions,Labor,500,2005-02-28,2020-06-08,DIR,NA,ALEXANDRIA,VA,22314,0,NA,"HARIDOPOLOS, MIKE"
"HARIDOPOLOS, MIKE",HARIDOPOLOS,MIKE,NA,NA,FL,REPUBLICAN,26TH DISTRICT,2005-05-03,SB 656,Amendment,Established 180-day time limits for investigations.,"HARIDOPOLOS, MIKE",Default Winner-General,Default Winner,REPUBLICAN,REPUBLICAN,2006,Standard,SENATE DISTRICT 026,Open,FL PBA PAC CCE,FLORIDA POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,500,2005-02-28,2020-06-08,DIR,NA,TALLAHASSEE,FL,32302,1,NA,"HARIDOPOLOS, MIKE"
"HARIDOPOLOS, MIKE",HARIDOPOLOS,MIKE,NA,NA,FL,REPUBLICAN,26TH DISTRICT,2005-05-03,SB 656,Amendment,Established 180-day time limits for investigations.,"HARIDOPOLOS, MIKE",Default Winner-General,Default Winner,REPUBLICAN,REPUBLICAN,2006,Standard,SENATE DISTRICT 026,Open,BROWARD COUNTY PBA PAC FUND,BROWARD COUNTY PBA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,500,2005-02-28,2020-06-08,DIR,NA,FT LAUDERDALE,FL,33312,1,NA,"HARIDOPOLOS, MIKE"
"HARIDOPOLOS, MIKE",HARIDOPOLOS,MIKE,NA,NA,FL,REPUBLICAN,26TH DISTRICT,2005-05-03,SB 656,Amendment,Established 180-day time limits for investigations.,"HARIDOPOLOS, MIKE",Default Winner-General,Default Winner,REPUBLICAN,REPUBLICAN,2006,Standard,SENATE DISTRICT 026,Open,FL PBA STATE POLICE CCE,FLORIDA POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,500,2005-02-28,2020-06-08,DIR,NA,TALLAHASSEE,FL,32302,1,NA,"HARIDOPOLOS, MIKE"
"HARIDOPOLOS, MIKE",HARIDOPOLOS,MIKE,NA,NA,FL,REPUBLICAN,26TH DISTRICT,2005-05-03,SB 656,Amendment,Established 180-day time limits for investigations.,"HARIDOPOLOS, MIKE",Default Winner-General,Default Winner,REPUBLICAN,REPUBLICAN,2006,Standard,SENATE DISTRICT 026,Open,PALM BEACH COUNTY PBA,PALM BEACH COUNTY POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,500,2005-02-28,2020-06-08,DIR,NA,WEST PALM BEACH,FL,33402,1,NA,"HARIDOPOLOS, MIKE"
"HARIDOPOLOS, MIKE",HARIDOPOLOS,MIKE,NA,NA,FL,REPUBLICAN,26TH DISTRICT,2005-05-03,SB 656,Amendment,Established 180-day time limits for investigations.,"HARIDOPOLOS, MIKE",Default Winner-General,Default Winner,REPUBLICAN,REPUBLICAN,2006,Standard,SENATE DISTRICT 026,Open,DADE COUNTY PBA PAC,DADE COUNTY PBA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,500,2005-02-28,2020-06-08,DIR,NA,DORAL,FL,33172,1,NA,"HARIDOPOLOS, MIKE"
"HARIDOPOLOS, MIKE",HARIDOPOLOS,MIKE,NA,NA,FL,REPUBLICAN,26TH DISTRICT,2005-05-03,SB 656,Amendment,Established 180-day time limits for investigations.,"HARIDOPOLOS, MIKE",Default Winner-General,Default Winner,REPUBLICAN,REPUBLICAN,2006,Standard,SENATE DISTRICT 026,Open,COSTAL FLORIDA FL PBA JUSTICE PAC,COASTAL FLORIDA PBA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,500,2005-02-28,2020-06-08,DIR,NA,DAYTONA BEACH,FL,32124,1,NA,"HARIDOPOLOS, MIKE"
"HARIDOPOLOS, MIKE",HARIDOPOLOS,MIKE,NA,NA,FL,REPUBLICAN,26TH DISTRICT,2005-05-03,SB 656,Amendment,Established 180-day time limits for investigations.,"HARIDOPOLOS, MIKE",Default Winner-General,Default Winner,REPUBLICAN,REPUBLICAN,2006,Standard,SENATE DISTRICT 026,Open,FPBA STATE CORRECTIONAL OFFICERS PAC CCE,FLORIDA POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,500,2005-02-28,2020-06-08,DIR,NA,TALLAHASSEE,FL,32302,1,NA,"HARIDOPOLOS, MIKE"
"HARIDOPOLOS, MIKE",HARIDOPOLOS,MIKE,NA,NA,FL,REPUBLICAN,26TH DISTRICT,2005-05-03,SB 656,Amendment,Established 180-day time limits for investigations.,"HARIDOPOLOS, MIKE",Default Winner-General,Default Winner,REPUBLICAN,REPUBLICAN,2006,Standard,SENATE DISTRICT 026,Open,CENTRAL FLORIDA PBA-PAC,CENTRAL FLORIDA PBA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,500,2005-02-28,2020-06-08,DIR,NA,ORLANDO,FL,32803,1,NA,"HARIDOPOLOS, MIKE"
"HARIDOPOLOS, MIKE",HARIDOPOLOS,MIKE,NA,NA,FL,REPUBLICAN,26TH DISTRICT,2005-05-03,SB 656,Amendment,Established 180-day time limits for investigations.,"HARIDOPOLOS, MIKE",Default Winner-General,Default Winner,REPUBLICAN,REPUBLICAN,2006,Standard,SENATE DISTRICT 026,Open,WEST CENTRAL FL PBA PAC,WEST CENTRAL FLORIDA POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,500,2005-02-28,2020-06-08,DIR,NA,TAMPA,FL,33602,1,NA,"HARIDOPOLOS, MIKE"
"HARIDOPOLOS, MIKE",HARIDOPOLOS,MIKE,NA,NA,FL,REPUBLICAN,26TH DISTRICT,2005-05-03,SB 656,Amendment,Established 180-day time limits for investigations.,"HARIDOPOLOS, MIKE",Default Winner-General,Default Winner,REPUBLICAN,REPUBLICAN,2006,Standard,SENATE DISTRICT 026,Open,FL PBA ASSOC TALLAHASSEE POLICE PAC CCE,FLORIDA POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,500,2005-03-09,2020-06-08,DIR,NA,TALLAHASSEE,FL,32302,1,NA,"HARIDOPOLOS, MIKE"
"HARIDOPOLOS, MIKE",HARIDOPOLOS,MIKE,NA,NA,FL,REPUBLICAN,26TH DISTRICT,2005-05-03,SB 656,Amendment,Established 180-day time limits for investigations.,"HARIDOPOLOS, MIKE",Default Winner-General,Default Winner,REPUBLICAN,REPUBLICAN,2010,Standard,SENATE DISTRICT 026,Incumbent,FLORIDA POLICE BENEVOLENT ASSOC FPBA STATE CORRECTIONAL OFFICERS,FLORIDA POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,500,2009-02-24,2020-06-08,DIR,NA,TALLAHASSEE,FL,32301,1,NA,"HARIDOPOLOS, MIKE"
"HARIDOPOLOS, MIKE",HARIDOPOLOS,MIKE,NA,NA,FL,REPUBLICAN,26TH DISTRICT,2005-05-03,SB 656,Amendment,Established 180-day time limits for investigations.,"HARIDOPOLOS, MIKE",Default Winner-General,Default Winner,REPUBLICAN,REPUBLICAN,2010,Standard,SENATE DISTRICT 026,Incumbent,FLORIDA POLICE BENEVOLENT ASSOCIATION FLORIDA CORRECTIONAL PROBATION,FLORIDA POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,500,2009-02-24,2020-06-08,DIR,NA,TALLAHASSEE,FL,32301,1,NA,"HARIDOPOLOS, MIKE"
"HARIDOPOLOS, MIKE",HARIDOPOLOS,MIKE,NA,NA,FL,REPUBLICAN,26TH DISTRICT,2005-05-03,SB 656,Amendment,Established 180-day time limits for investigations.,"HARIDOPOLOS, MIKE",Default Winner-General,Default Winner,REPUBLICAN,REPUBLICAN,2010,Standard,SENATE DISTRICT 026,Incumbent,FLORIDA POLICE BENEVOLENT ASSOCIATION FLORIDA PBA STATE POLICE CCE,FLORIDA POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,500,2009-02-24,2020-06-08,DIR,NA,TALLAHASSEE,FL,32301,1,NA,"HARIDOPOLOS, MIKE"
"HARIDOPOLOS, MIKE",HARIDOPOLOS,MIKE,NA,NA,FL,REPUBLICAN,26TH DISTRICT,2005-05-03,SB 656,Amendment,Established 180-day time limits for investigations.,"HARIDOPOLOS, MIKE",Default Winner-General,Default Winner,REPUBLICAN,REPUBLICAN,2010,Standard,SENATE DISTRICT 026,Incumbent,FLORIDA POLICE BENEVOLENT ASSOCIATION FPBA LAW & ORDER,FLORIDA POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,500,2009-02-24,2020-06-08,DIR,NA,TALLAHASSEE,FL,32301,1,NA,"HARIDOPOLOS, MIKE"
"HARIDOPOLOS, MIKE",HARIDOPOLOS,MIKE,NA,NA,FL,REPUBLICAN,26TH DISTRICT,2005-05-03,SB 656,Amendment,Established 180-day time limits for investigations.,"HARIDOPOLOS, MIKE",Default Winner-General,Default Winner,REPUBLICAN,REPUBLICAN,2010,Standard,SENATE DISTRICT 026,Incumbent,FLORIDA POLICE BENEVOLENT ASSOCIATION PAC,FLORIDA POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,500,2009-02-24,2020-06-08,DIR,NA,TALLAHASSEE,FL,32301,1,NA,"HARIDOPOLOS, MIKE"
"HARIDOPOLOS, MIKE",HARIDOPOLOS,MIKE,NA,NA,FL,REPUBLICAN,26TH DISTRICT,2005-05-03,SB 656,Amendment,Established 180-day time limits for investigations.,"HARIDOPOLOS, MIKE",Default Winner-General,Default Winner,REPUBLICAN,REPUBLICAN,2010,Standard,SENATE DISTRICT 026,Incumbent,FLORIDA POLICE BENEVOLENT ASSOCIATION FRIENDS OF LAW ENFORCEMENT PAC,FLORIDA POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,500,2009-09-29,2020-06-08,DIR,NA,TALLAHASSEE,FL,32301,1,NA,"HARIDOPOLOS, MIKE"
